predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
injure,peasant,ARG1,The falling tree branch unexpectedly injured the peasant.,1.0,"During the battle, a stray arrow injured the peasant who was trying to flee.",1.0,"While working in the fields, the peasant was injured by a malfunctioning piece of equipment.",1.0,A sudden horse stampede through the village square injured the peasant severely.,1.0,The peasant was injured when the barn collapsed during the storm.,1.0,3.7,1.0
inspire,worker,ARG0,The worker inspires his colleagues with his dedication and hard work.,1.0,Workers inspire each other to strive for excellence in their projects.,1.0,The worker's innovative approach inspired the team to think outside the box.,1.0,"Through his perseverance, the worker inspired the company to adopt new strategies.",1.0,The worker inspired the community by volunteering for social causes.,1.0,4.1,1.0
inspire,worker,ARG1,,0.9,,0.9,,0.9,The worker was inspired by the team's dedication to quality.,1.0,The worker felt inspired after attending the motivational workshop.,1.0,4.7,0.94
inspire,mentor,ARG0,The mentor inspires her students to reach for their dreams.,1.0,A mentor inspires young minds to explore new ideas.,1.0,His mentor inspired him to pursue a career in science.,1.0,That mentor inspires confidence in her protégés.,1.0,Our mentor inspired us to undertake challenging projects.,1.0,6.4,1.0
inspire,mentor,ARG1,The mentor inspires her students to reach for their dreams.,1.0,A mentor inspires young minds to explore new ideas.,1.0,His mentor inspired him to pursue a career in science.,1.0,That mentor inspires confidence in her protégés.,1.0,Our mentor inspires us to be better versions of ourselves.,1.0,3.5,1.0
inspire,poet,ARG0,The poet inspires millions with their words.,1.0,A renowned poet inspired the young writer to pursue their dreams.,1.0,"Throughout history, the poet has inspired change through powerful verses.",1.0,The poet's work inspires a sense of unity and understanding among diverse audiences.,0.8,"In times of hardship, the poet inspires hope and resilience through their art.",1.0,6.1,0.96
inspire,poet,ARG1,The poet inspires countless individuals with their words.,1.0,A poet inspired the community to seek peace through their verses.,1.0,,0.9,Nature's beauty inspired the poet to create evocative imagery.,1.0,The poet inspired their peers to explore deeper emotional truths in their writing.,1.0,6.3,0.98
inspire,veterinarian,ARG0,The veterinarian inspires her colleagues with her dedication to animal welfare.,1.0,A renowned veterinarian inspired a whole generation to pursue careers in animal healthcare.,1.0,"Through her innovative treatments, the veterinarian inspires hope in pet owners.",1.0,,0.9,,0.9,3.5,0.96
inspire,veterinarian,ARG1,The veterinarian inspires her community by providing free care for pets in need.,1.0,A renowned veterinarian inspired a new generation of students to pursue careers in animal healthcare.,0.0,,0.9,,0.9,,0.9,3.4,0.74
instruct,coach,ARG0,The coach instructed the team on the new strategies for the upcoming game.,1.0,"Before the match, the coach instructed the players on maintaining their focus under pressure.",1.0,"During the workshop, the coach instructed the young athletes on the importance of teamwork and communication.",1.0,The coach instructed the new members on the club's values and expectations.,1.0,"After the loss, the coach instructed the team on how to analyze their performance and learn from their mistakes.",1.0,6.7,1.0
instruct,coach,ARG1,The coach instructed the team on new strategies for the upcoming game.,1.0,"After the match, the coach instructed the players on how to improve their defense.",1.0,"In the workshop, the coach instructed young athletes on the importance of mental health in sports.",1.0,The coach instructed the new recruits on the fundamentals of teamwork and leadership.,1.0,"During the training session, the coach instructed the team on optimizing their physical conditioning.",1.0,2.1,1.0
instruct,janitor,ARG0,The janitor instructs the new employees on how to properly dispose of hazardous waste.,1.0,"Every morning, the janitor instructs the students on the importance of recycling.",1.0,The janitor instructs visitors on the correct way to navigate the building during emergencies.,1.0,"In the workshop, the janitor instructs participants on maintaining cleanliness in shared spaces.",1.0,The janitor instructs the team on the best practices for energy conservation within the facility.,1.0,1.7,1.0
instruct,janitor,ARG1,The janitor instructs the new employees on how to properly dispose of hazardous waste.,1.0,"In the workshop, the janitor instructs participants on the importance of maintaining cleanliness in shared spaces.",1.0,"Every morning, the janitor instructs the students on the correct way to recycle their lunch packaging.",1.0,The janitor instructs the team on the best practices for using cleaning chemicals safely.,1.0,"During the orientation, the janitor instructs visitors on the emergency evacuation routes.",1.0,3.9,1.0
instruct,judge,ARG0,The judge instructed the jury on how to deliberate the case.,1.0,"After the trial, the judge instructed the court clerk to prepare the documents.",1.0,"In the workshop, the judge instructed young lawyers on the importance of evidence.",1.0,"During the seminar, the judge instructed attendees on the nuances of criminal law.",1.0,The judge instructed the legal team to review the case files thoroughly.,1.0,5.3,1.0
instruct,judge,ARG1,The judge instructs the jury on how to deliberate the case.,1.0,"In the workshop, the judge instructs young lawyers on courtroom procedures.",1.0,"During the seminar, the judge instructs attendees on the importance of the rule of law.",1.0,The judge instructs the court staff on maintaining proper records.,1.0,"At the university, the judge instructs students on the complexities of criminal law.",1.0,1.7,1.0
instruct,jury,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,3.2,0.0
instruct,jury,ARG1,The judge instructed the jury to carefully consider all the evidence before making a decision.,1.0,"Before deliberations began, the defense attorney instructed the jury to remember the burden of proof lies with the prosecution.",1.0,The prosecutor instructed the jury to pay close attention to the testimonies of the witnesses.,1.0,The court clerk instructed the jury on how to fill out their verdict forms correctly.,1.0,The legal advisor instructed the jury on the importance of impartiality throughout the trial.,1.0,3.9,1.0
instruct,novice,ARG0,The novice instructs the class with unexpected expertise.,1.0,A novice instructs fellow beginners in the art of pottery.,0.8,"In the workshop, the novice instructs others on how to maintain their bicycles.",1.0,,0.1,The novice instructs the online community in coding basics.,0.5,1.6,0.68
instruct,novice,ARG1,The coach will instruct the novice in the basics of the game.,1.0,"To instruct the novice, the teacher prepared a detailed lesson plan.",1.0,They hired a professional to instruct the novice in piano.,1.0,It's important to patiently instruct the novice to ensure they understand the fundamentals.,1.0,Can you instruct the novice on how to set up their email account?,1.0,5.3,1.0
instruct,player,ARG0,,0.0,A seasoned player instructed the newcomer on the rules of the game.,1.0,,0.0,,0.0,,0.0,3.7,0.2
instruct,player,ARG1,The coach will instruct the player on improving their defensive skills.,1.0,"Before the game, the manager instructed the player to focus on teamwork.",1.0,The senior teammate instructed the player on how to handle pressure during matches.,1.0,"After the match, the coach instructed the player on ways to enhance their performance.",1.0,The fitness trainer instructed the player on adopting a new training regimen.,1.0,6.6,1.0
instruct,professor,ARG0,The professor instructed the students on how to approach the complex problem.,1.0,"Before the exam, the professor instructed the class on the importance of honesty and integrity.",1.0,"In the workshop, the professor instructed aspiring writers on the art of storytelling.",1.0,The professor instructed her team on the new research methodology during the meeting.,1.0,"Every semester, the professor instructed new teaching assistants on how to grade assignments effectively.",1.0,6.8,1.0
instruct,professor,ARG1,The professor instructs the students on the principles of quantum mechanics.,1.0,A professor instructs her class in the art of classical painting.,1.0,"Every semester, the professor instructs a new group of undergraduates in organic chemistry.",1.0,"In the workshop, the professor instructs participants on how to conduct ethnographic research.",1.0,The professor instructs his peers in the latest teaching methodologies during the faculty development program.,1.0,1.9,1.0
instruct,student,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,2.6,0.0
instruct,student,ARG1,The teacher will instruct the student in the art of calligraphy.,1.0,A mentor came to instruct the student on effective study habits.,1.0,"To instruct the student in mathematics, the tutor employed various interactive tools.",1.0,The coach decided to instruct the student in advanced tennis techniques.,1.0,It's important to instruct the student on the importance of digital security.,1.0,6.2,1.0
instruct,trainee,ARG0,The trainee instructs new employees on safety protocols.,1.0,"In the workshop, the trainee instructs participants on how to use the software.",1.0,"During the seminar, the trainee instructs the group on effective communication skills.",1.0,The trainee instructs fellow students in the study group on solving complex math problems.,1.0,,0.0,1.7,0.8
instruct,trainee,ARG1,The trainee was instructed on the proper use of the equipment.,1.0,A seasoned professional instructed the trainee in advanced coding techniques.,1.0,The trainee received instructions on safety protocols from the supervisor.,1.0,"In the workshop, the trainee was instructed on customer service best practices.",1.0,The trainee was instructed by the team leader to complete the project by the end of the week.,1.0,6.2,1.0
interrogate,culprit,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,2,0.0
interrogate,culprit,ARG1,The detective decided to interrogate the culprit for hours to get to the bottom of the case.,1.0,"After the robbery was reported, the police quickly moved to interrogate the suspected culprit.",1.0,"To uncover the truth, it was essential to interrogate the culprit thoroughly.",1.0,The interrogation room was cold and dimly lit as they prepared to interrogate the culprit.,1.0,"Without hesitation, the lead investigator began to interrogate the culprit, seeking a confession.",1.0,5.4,1.0
